yearmonth,banner,category,brand,segment,pri_sales_tons,packgroup,sec_sales_tons,dp_name_under_invest_promotion,invest_sum_promotion,duration_invest_mean_promotion,dp_name_under_invest_media,invest_sum_media,duration_invest_mean_media,promo_in_month,media_in_month,pri_sales_tons_MA,history_correction,outlier_corrected_data,Insample Forecast,Actual Sales(Corrected),no_of_working_days,massive,ocd,ps_v2,ps_v3,packgroup_tdp,visibility,Error_reg
202204,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,12.62663984,SMALL PACKBIG PACKMEDIUM PACK,0,3,489075580,16.66666667,0,0,0,517644192.6,0,15.00175974,12.62663984,12.62663984,24.6,12.62663984,24,0,0,0,0,0,0,-11.97336016
202205,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,10.30691983,MEDIUM PACKBIG PACKSMALL PACK,0,3,1394041604,29.33333333,0,0,0,1394041604,0,14.16119974,10.30691983,10.30691983,16.5,10.30691983,25,0,0,0,0,0,0,-6.193080172
202206,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,37.10162891,SMALL PACKMEDIUM PACKBIG PACK,0,7,1914323120,23.21428571,0,0,0,1914323120,0,20.01172953,37.10162891,37.10162891,30.8,37.10162891,26,0,0,0,0,0,0,6.301628912
202207,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,13.40483975,MEDIUM PACKBIG PACKSMALL PACK,0,2,419464808.8,31.75,0,0,0,409556191.3,0,20.2711295,13.40483975,13.40483975,23.3,13.40483975,26,0,0,0,0,0,0,-9.895160254
202208,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,36.79295893,BIG PACKMEDIUM PACKSMALL PACK,0,5,2230553199,59.625,0,0,0,2225435339,0,29.0998092,36.79295893,36.79295893,30.2,36.79295893,27,0,0,0,0,0,0,6.592958929
202209,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,15.71951965,SMALL PACKBIG PACKMEDIUM PACK,0,3,300885328,41.125,0,0,0,315911805.8,0,21.97243944,15.71951965,15.71951965,22.9,15.71951965,25,0,0,0,0,0,0,-7.180480352
202210,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,37.5579589,BIG PACKSMALL PACKMEDIUM PACK,0,6,3728123336,64.4,0,0,0,3727337414,0,30.02347916,37.5579589,37.5579589,19.7,37.55795889,26,0,0,0,0,0,0,17.8579589
202211,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,30.93923912,BIG PACKMEDIUM PACKSMALL PACK,0,2,67189633,66,0,0,0,55740614.81,0,28.07223922,30.93923912,30.93923912,34.5,30.93923912,26,0,0,0,0,0,0,-3.560760883
202212,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,29.97755912,MEDIUM PACKSMALL PACKBIG PACK,0,5,1418635811,44.25,0,0,0,1430870752,0,32.82491905,29.97755912,29.97755912,18.9,29.97755912,27,0,0,0,0,0,0,11.07755912
202301,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,34.41527913,BIG PACKMEDIUM PACKSMALL PACK,0,10,2554651534,398.0625,0,0,0,431603302.8,0,31.77735912,34.41527913,34.41527913,19,34.41527914,20,0,0,0,0,0,0,15.41527913
202302,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,33.49511903,SMALL PACKBIG PACKMEDIUM PACK,0,4,2343863231,30.5,0,0,0,2527618782,0,32.6293191,33.49511903,33.49511903,17,33.49511904,24,0,0,0,0,0,0,16.49511903
202303,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,21.56099935,BIG PACKMEDIUM PACKSMALL PACK,0,2,1013633070,85,0,0,0,1062170840,0,29.82379917,21.56099935,21.56099935,26.4,21.56099935,27,0,0,0,0,0,0,-4.839000652
202304,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,30.39767909,MEDIUM PACKBIG PACKSMALL PACK,0,3,1711255520,55,0,0,0,2291519018,0,28.48459916,30.39767909,30.39767909,29,30.39767909,24,0,0,0,0,0,0,1.397679088
202305,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,28.91351916,SMALL PACKMEDIUM PACKBIG PACK,0,3,1237725528,54.75,0,0,0,1459645549,0,26.9573992,28.91351916,28.91351916,19.5,28.91351916,25,0,0,0,0,0,0,9.413519159
202306,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,28.70987918,SMALL PACKMEDIUM PACKBIG PACK,0,2,3039960000,42,0,0,0,2386161310,0,29.34035914,28.70987918,28.70987918,36.2,28.70987917,26,0,0,0,0,0,0,-7.490120824
202307,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,44.06903862,MEDIUM PACKBIG PACKSMALL PACK,0,1,81072000,41,0,0,0,1151778362,0,33.89747898,44.06903862,44.06903862,27.4,44.06903861,26,0,0,0,0,0,0,16.66903862
202308,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,52.13267835,MEDIUM PACKSMALL PACKBIG PACK,0,3,3940552200,84,0,0,0,4159625344,0,41.63719872,52.13267835,52.13267835,35.3,52.13267835,27,0,0,0,0,0,0,16.83267835
202309,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,8.301119768,BIG PACKSMALL PACKMEDIUM PACK,0,0,0,0,0,0,0,237381846.1,0,34.83427891,8.301119768,8.301119768,26.7,8.301119768,24,0,0,0,0,0,0,-18.39888023
202310,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,4.709879902,SMALL PACKBIG PACKMEDIUM PACK,0,3,1536966388,55,0,0,0,1427408793,0,21.71455934,4.709879902,4.709879902,23,4.709879902,26,0,0,0,0,0,0,-18.2901201
202311,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,39.1093188,MEDIUM PACKBIG PACKSMALL PACK,0,5,1930174800,67.625,0,0,0,1792743645,0,17.37343949,39.1093188,39.1093188,40.2,39.10931881,26,0,0,0,0,0,0,-1.090681199
202312,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,17.14835949,SMALL PACKMEDIUM PACKBIG PACK,0,4,463412000,31.33333333,0,0,0,925609479.5,0,20.3225194,17.14835949,17.14835949,21.9,17.14835949,26,0,0,0,0,0,0,-4.751640511
202401,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,22.07951934,BIG PACKSMALL PACKMEDIUM PACK,0,4,788970460,45.83333333,0,0,0,788970460,0,26.11239921,22.07951934,22.07951934,22,22.07951933,26,0,0,0,0,0,0,0.079519335
202402,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,9.400679737,SMALL PACKBIG PACKMEDIUM PACK,0,5,1182158100,108.6666667,0,0,0,1148184030,0,16.20951952,9.400679737,9.400679737,19.7,9.400679737,19,0,0,0,0,0,0,-10.29932026
202403,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,42.67367867,MEDIUM PACKSMALL PACKBIG PACK,0,3,110653756,55.5,0,0,0,144627826,0,24.71795925,42.67367867,42.67367867,30.5,42.67367867,26,0,0,0,0,0,0,12.17367867
202404,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,53.19575833,BIG PACKSMALL PACKMEDIUM PACK,0,4,3056808060,39.66666667,0,0,0,3056808060,0,35.09003891,53.19575833,53.19575833,33.5,53.19575833,24,0,0,0,0,0,0,19.69575833
202405,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,35.3533189,BIG PACKMEDIUM PACKSMALL PACK,0,3,1719419200,68,0,0,0,1701085867,0,43.74091863,35.3533189,35.3533189,22.5,35.3533189,26,0,0,0,0,0,0,12.8533189
202406,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,118.7312363,BIG PACKSMALL PACKMEDIUM PACK,0,2,7816450000,13,0,0,0,7834783333,0,69.09343783,118.7312363,53.81404503,41.6,81.88746663,25,0,0,0,0,0,0,12.21404503
202407,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,21.86027933,MEDIUM PACKSMALL PACKBIG PACK,0,7,1403862320,105.25,0,0,0,1386994866,0,58.64827817,21.86027933,21.86027933,31.4,21.86027933,27,0,0,0,0,0,0,-9.539720668
202408,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,16.87931976,BIG PACKMEDIUM PACKSMALL PACK,0,8,7389851572,82.61111111,0,0,0,6852366494,0,52.49027845,16.87931976,16.87931976,40.5,16.87931976,27,0,0,0,0,0,0,-23.62068024
202409,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,16.18235959,BIG PACKSMALL PACKMEDIUM PACK,0,4,151250353,86,0,0,0,667410176.1,0,18.30731956,16.18235959,16.18235959,30.6,16.18235959,23,0,0,0,0,0,0,-14.41764041
202410,BACH HOA XANH,ORAL,CLOSEUP,TOOTHPASTE,25.90955925,SMALL PACKMEDIUM PACKBIG PACK,0,5,1477340000,91,0,0,0,1235008946,0,19.65707953,25.90955925,25.90955925,26.3,25.90955925,27,0,0,0,0,0,0,-0.390440748
202101,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.33,BIG PACK,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0.33,25,0,0,0,0,0,0,0.33
202102,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.36,BIG PACK,0,0,0,0,0,0,0,0,0,0.345,0.36,0.36,0,0.36,19,0,0,0,0,0,0,0.36
202103,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.132,BIG PACK,0,0,0,0,0,0,0,0,0,0.274,0.274,0.274,0.274,0.132,27,0,0,0,0,0,0,0
202104,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.42,BIG PACK,0,0,0,0,0,0,0,0,0,0.304,0.42,0.42,0.304,0.42,24,0,0,0,0,0,0,0.116
202105,BACH HOA XANH,ORAL,P/S,MOUTHWASH,4.08,BIG PACK,0,0,0,0,0,0,0,0,0,1.544,4.08,4.08,1.544,4.08,25,0,0,0,0,0,0,2.536
202106,BACH HOA XANH,ORAL,P/S,MOUTHWASH,3.282,BIG PACK,0,0,0,0,0,0,0,0,0,2.594,3.282,3.282,2.594,3.282,26,0,0,0,0,0,0,0.688
202107,BACH HOA XANH,ORAL,P/S,MOUTHWASH,3.192,BIG PACK,0,0,0,0,0,0,0,0,0,3.518,3.192,3.192,3.518,3.192,27,0,0,0,0,0,0,-0.326
202108,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.456,BIG PACK,0,0,0,0,0,0,0,0,0,2.31,2.31,2.31,2.31,0.456,26,0,0,0,0,0,0,0
202109,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.734,BIG PACK,0,0,0,0,0,0,0,0,0,1.794,1.734,1.734,1.794,1.734,25,0,0,0,0,0,0,-0.06
202110,BACH HOA XANH,ORAL,P/S,MOUTHWASH,9.408,BIG PACK,0,0,0,0,0,0,0,0,0,3.866,9.408,4.374913124,2.996377833,6.799133498,26,0,0,0,0,0,0,1.378535291
202111,BACH HOA XANH,ORAL,P/S,MOUTHWASH,3.954,BIG PACK,0,0,0,0,0,0,0,0,0,5.032,3.954,3.954,4.162377833,3.954,26,0,0,0,0,0,0,-0.208377833
202112,BACH HOA XANH,ORAL,P/S,MOUTHWASH,2.406,BIG PACK,0,0,0,0,0,0,0,0,0,5.256,2.406,2.406,4.386377833,2.406,27,0,0,0,0,0,0,-1.980377833
202201,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.246,BIG PACK,0,1,124044000,4,0,0,0,124044000,0,2.202,2.202,2.202,2.406,0.246,22,0,0,0,0,0,0,-0.204
202202,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.084,BIG PACKMEDIUM PACK,0,0,0,0,0,0,0,0,0,0.912,0.912,0.912,0.246,0.084,19,0,0,0,0,0,0,0.666
202203,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.036,BIG PACKMEDIUM PACK,0,0,0,0,0,0,0,0,0,0.122,0.122,0.122,0.084,0.036,27,0,0,0,0,0,0,0.038
202204,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.414,BIG PACK,0,0,0,0,0,0,0,0,0,0.178,0.414,0.414,0.036,0.414,24,0,0,0,0,0,0,0.378
202205,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.504,BIG PACK,0,1,4254480,32,0,0,0,4121527.5,0,0.318,0.504,0.504,0.414,0.504,25,0,0,0,0,0,0,0.09
202206,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.726,BIG PACK,0,1,2119101,19,0,0,0,2252053.5,0,0.548,0.726,0.726,0.504,0.726,26,0,0,0,0,0,0,0.222
202207,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.404,MEDIUM PACKBIG PACK,0,0,0,0,0,0,0,0,0,0.878,1.404,1.404,0.726,1.404,26,0,0,0,0,0,0,0.678
202208,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.062,BIG PACK,0,0,0,0,0,0,0,0,0,1.064,1.062,1.062,1.404,1.062,27,0,0,0,0,0,0,-0.342
202209,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.158,BIG PACK,0,1,1638188,28,0,0,0,1638188,0,1.208,1.158,1.158,1.062,1.158,25,0,0,0,0,0,0,0.096
202210,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.386,MEDIUM PACKBIG PACK,0,1,807264,28,0,0,0,807264,0,1.202,1.386,1.386,1.158,1.386,26,0,0,0,0,0,0,0.228
202211,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.314,SMALL PACKBIG PACK,0,0,0,0,0,0,0,0,0,1.286,1.314,1.314,1.386,1.314,26,0,0,0,0,0,0,-0.072
202212,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.218,BIG PACK,0,1,1638188,25,0,0,0,1638188,0,1.306,1.218,1.218,1.314,1.218,27,0,0,0,0,0,0,-0.096
202301,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.816,BIG PACKSMALL PACK,0,0,0,0,0,0,0,0,0,1.116,0.816,0.816,1.218,0.816,20,0,0,0,0,0,0,-0.402
202302,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.938,SMALL PACKBIG PACK,0,1,1681800,26,0,0,0,1681800,0,1.324,1.938,1.938,0.816,1.938,24,0,0,0,0,0,0,1.122
202303,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.254,BIG PACKSMALL PACK,0,0,0,0,0,0,0,0,0,1.336,1.254,1.254,1.938,1.254,27,0,0,0,0,0,0,-0.684
202304,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.062,BIG PACKSMALL PACK,0,0,0,0,0,0,0,0,0,1.418,1.062,1.062,1.254,1.062,24,0,0,0,0,0,0,-0.192
202305,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.686,SMALL PACKBIG PACK,0,0,0,0,0,0,0,0,0,1.334,1.686,1.686,1.062,1.686,25,0,0,0,0,0,0,0.624
202306,BACH HOA XANH,ORAL,P/S,MOUTHWASH,2.382,BIG PACK,0,1,80414940,44,0,0,0,54828368.18,0,1.71,2.382,2.382,1.686,2.382,26,0,0,0,0,0,0,0.696
202307,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.53,SMALL PACKBIG PACK,0,0,0,0,0,0,0,25586571.82,0,1.866,1.53,1.53,2.382,1.53,26,0,0,0,0,0,0,-0.852
202308,BACH HOA XANH,ORAL,P/S,MOUTHWASH,3.324,BIG PACKSMALL PACK,0,1,62181000,42,0,0,0,45895500,0,2.412,3.324,3.324,1.53,3.324,27,0,0,0,0,0,0,1.794
202309,BACH HOA XANH,ORAL,P/S,MOUTHWASH,3.432,BIG PACK,0,1,144840276,42,0,0,0,119742840,0,2.762,3.432,3.432,3.324,3.432,24,0,0,0,0,0,0,0.108
202310,BACH HOA XANH,ORAL,P/S,MOUTHWASH,2.832,BIG PACK,0,0,0,0,0,0,0,41382936,0,3.196,2.832,2.832,3.432,2.832,26,0,0,0,0,0,0,-0.6
202311,BACH HOA XANH,ORAL,P/S,MOUTHWASH,2.544,SMALL PACKBIG PACK,0,1,33163200,42,0,0,0,23688000,0,2.936,2.544,2.544,2.832,2.544,26,0,0,0,0,0,0,-0.288
202312,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.878,BIG PACK,0,0,0,0,0,0,0,9475200,0,2.418,1.878,1.878,2.544,1.878,26,0,0,0,0,0,0,-0.666
202401,BACH HOA XANH,ORAL,P/S,MOUTHWASH,3.57,BIG PACK,0,1,96726000,52,0,0,0,57663576.92,0,2.664,3.57,3.57,1.878,3.57,26,0,0,0,0,0,0,1.692
202402,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.912,BIG PACK,0,0,0,0,0,0,0,39062423.08,0,2.12,0.912,0.912,3.57,0.912,19,0,0,0,0,0,0,-2.658
202403,BACH HOA XANH,ORAL,P/S,MOUTHWASH,3.738,BIG PACK,0,0,0,0,0,0,0,0,0,2.74,3.738,3.738,0.912,3.738,26,0,0,0,0,0,0,2.826
202404,BACH HOA XANH,ORAL,P/S,MOUTHWASH,2.094,BIG PACK,0,1,82908000,19,0,0,0,82908000,0,2.248,2.094,2.094,3.738,2.094,24,0,0,0,0,0,0,-1.644
202405,BACH HOA XANH,ORAL,P/S,MOUTHWASH,0.9,SMALL PACKBIG PACK,0,1,135678200,42,0,0,0,100143433.3,0,2.244,0.9,0.9,2.094,0.9,26,0,0,0,0,0,0,-1.194
202406,BACH HOA XANH,ORAL,P/S,MOUTHWASH,3.378,BIG PACK,0,0,0,0,0,0,0,35534766.67,0,2.124,3.378,3.378,0.9,3.378,25,0,0,0,0,0,0,2.478
202407,BACH HOA XANH,ORAL,P/S,MOUTHWASH,1.65,BIG PACK,0,0,0,0,0,0,0,0,0,1.976,1.65,1.65,3.378,1.65,27,0,0,0,0,0,0,-1.728
202408,BACH HOA XANH,ORAL,P/S,MOUTHWASH,2.61,BIG PACK,0,0,0,0,0,0,0,0,0,2.546,2.61,2.61,1.65,2.61,27,0,0,0,0,0,0,0.96
202409,BACH HOA XANH,ORAL,P/S,MOUTHWASH,2.274,BIG PACK,0,0,0,0,0,0,0,0,0,2.178,2.274,2.274,2.61,2.274,23,0,0,0,0,0,0,-0.336
202410,BACH HOA XANH,ORAL,P/S,MOUTHWASH,2.856,BIG PACK,0,0,0,0,0,0,0,0,0,2.58,2.856,2.856,2.274,2.856,27,0,0,0,0,0,0,0.582
202101,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,5.831143072,MULTI PACK 2MULTI PACK 3SINGLE PACK,0,0,0,0,0,0,0,0,0,5.831143072,5.831143072,5.831143072,0,5.831143072,25,0,0,0,0,0,0,5.831143072
202102,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,2.411946054,SINGLE PACKMULTI PACK 2MULTI PACK 3,0,0,0,0,0,0,0,0,0,4.121544563,2.411946054,2.411946054,0,2.411946054,19,0,0,0,0,0,0,2.411946054
202103,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,3.160134055,SINGLE PACKMULTI PACK 2MULTI PACK 3,0,0,0,0,0,0,0,0,0,3.801074394,3.160134055,3.160134055,3.801074394,3.160134055,27,0,0,0,0,0,0,-0.640940339
202104,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,2.24677804,SINGLE PACKMULTI PACK 3MULTI PACK 2,0,0,0,0,0,0,0,0,0,2.60628605,2.24677804,2.24677804,2.60628605,2.24677804,24,0,0,0,0,0,0,-0.35950801
202105,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.085254071,MULTI PACK 3MULTI PACK 2SINGLE PACK,0,0,0,0,0,0,0,0,0,3.164055389,4.085254071,4.085254071,3.164055389,4.085254071,25,0,0,0,0,0,0,0.921198682
202106,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,3.819819059,MULTI PACK 2SINGLE PACKMULTI PACK 3,0,0,0,0,0,0,0,0,0,3.38395039,3.819819059,3.819819059,3.38395039,3.819819059,26,0,0,0,0,0,0,0.435868669
202107,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.574863151,MULTI PACK 3SINGLE PACKMULTI PACK 2,0,0,0,0,0,0,0,0,0,4.15997876,4.574863151,4.574863151,4.159978761,4.574863152,27,0,0,0,0,0,0,0.41488439
202108,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,1.176068011,MULTI PACK 3MULTI PACK 2SINGLE PACK,0,0,0,0,0,0,0,0,0,3.190250074,1.176068011,2.195837929,3.190250074,1.176068011,26,0,0,0,0,0,0,-0.994412145
202109,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,3.44618704,MULTI PACK 3MULTI PACK 2SINGLE PACK,0,0,0,0,0,0,0,0,0,3.065706067,3.44618704,3.44618704,3.065706067,3.446187039,25,0,0,0,0,0,0,0.380480973
202110,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,7.711834998,MULTI PACK 3MULTI PACK 2SINGLE PACK,0,0,0,0,0,0,0,0,0,4.11136335,7.711834998,7.202292351,4.111363349,7.711834998,26,0,0,0,0,0,0,3.090929002
202111,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,8.138884002,MULTI PACK 3SINGLE PACKMULTI PACK 2,0,0,0,0,0,0,0,0,0,6.432302013,8.138884002,7.202292351,6.432302013,8.138884003,26,0,0,0,0,0,0,0.769990338
202112,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,5.087931028,SINGLE PACKMULTI PACK 2MULTI PACK 3,0,0,0,0,0,0,0,0,0,6.979550009,5.087931028,5.087931028,6.979550009,5.087931027,27,0,0,0,0,0,0,-1.891618981
202201,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,2.896058048,MULTI PACK 2MULTI PACK 3SINGLE PACK,0,7,1204663400,53.83333333,0,0,0,1204663400,0,5.374291026,2.896058048,2.896058048,4.2,2.896058048,22,0,0,0,0,0,0,-1.303941952
202202,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,3.183853087,SINGLE PACKMULTI PACK 2MULTI PACK 3,0,3,48807180,47,0,0,0,48807180,0,3.722614054,3.183853087,3.183853087,3.3,3.183853087,19,0,0,0,0,0,0,-0.116146913
202203,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,2.564217059,MULTI PACK 2MULTI PACK 3SINGLE PACK,0,2,59564640,70,0,0,0,52757252.57,0,2.881376065,2.564217059,2.564217059,3.7,2.56421706,27,0,0,0,0,0,0,-1.135782941
202204,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,1.38249702,SINGLE PACKMULTI PACK 2MULTI PACK 3,0,6,205167000,38,0,0,0,211974387.4,0,2.376855722,1.38249702,2.195837929,4,1.382497021,24,0,0,0,0,0,0,-1.804162071
202205,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.979972133,MULTI PACK 3SINGLE PACKMULTI PACK 2,0,4,293918640,81.33333334,0,0,0,293857275,0,2.975562071,4.979972133,4.979972133,4.5,4.979972132,25,0,0,0,0,0,0,0.479972133
202206,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,3.286987068,MULTI PACK 2SINGLE PACKMULTI PACK 3,0,7,201999003,59.6,0,0,0,174728941.3,0,3.216485407,3.286987068,3.286987068,4.7,3.286987069,26,0,0,0,0,0,0,-1.413012932
202207,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.545600089,SINGLE PACKMULTI PACK 3MULTI PACK 2,0,4,145244160,29.5,0,0,0,172575586.7,0,4.270853097,4.545600089,4.545600089,5,4.545600089,26,0,0,0,0,0,0,-0.454399911
202208,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.459295075,SINGLE PACKMULTI PACK 3MULTI PACK 2,0,7,339498868,53.5,0,0,0,339498868,0,4.097294077,4.459295075,4.459295075,3.2,4.459295075,27,0,0,0,0,0,0,1.259295075
202209,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,5.092515087,MULTI PACK 3MULTI PACK 2SINGLE PACK,0,2,1088000,34,0,0,0,1088000,0,4.69913675,5.092515087,5.092515087,4.3,5.092515087,25,0,0,0,0,0,0,0.792515087
202210,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.580202067,SINGLE PACKMULTI PACK 3MULTI PACK 2,0,3,256060823,93,0,0,0,247403606.1,0,4.710670743,4.580202067,4.580202067,6.6,4.580202067,26,0,0,0,0,0,0,-2.019797933
202211,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.758252017,SINGLE PACKMULTI PACK 3MULTI PACK 2,0,4,952544700,90,0,0,0,940083862.9,0,4.810323057,4.758252017,4.758252017,5.5,4.758252017,26,0,0,0,0,0,0,-0.741747983
202212,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,5.610766072,MULTI PACK 3SINGLE PACKMULTI PACK 2,0,2,177696548,12,0,0,0,198814602.1,0,4.983073385,5.610766072,5.610766072,4.8,5.610766073,27,0,0,0,0,0,0,0.810766072
202301,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.343077072,MULTI PACK 3MULTI PACK 2SINGLE PACK,0,5,395054400,124,0,0,0,350246688.2,0,4.90403172,4.343077072,4.343077072,4.7,4.343077072,20,0,0,0,0,0,0,-0.356922928
202302,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,3.08421606,MULTI PACK 3MULTI PACK 2SINGLE PACK,0,2,149244800,61,0,0,0,164549011.8,0,4.346019735,3.08421606,3.08421606,3.8,3.08421606,24,0,0,0,0,0,0,-0.71578394
202303,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.13204708,MULTI PACK 2MULTI PACK 3SINGLE PACK,0,3,103393800,52,0,0,0,132897300,0,3.853113404,4.13204708,4.13204708,4.3,4.13204708,27,0,0,0,0,0,0,-0.16795292
202304,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,6.207568119,SINGLE PACKMULTI PACK 2MULTI PACK 5MULTI PACK 3,0,1,143736000,42,0,0,0,102668571.4,0,4.47461042,6.207568119,6.207568119,4.6,6.207568119,24,0,0,0,0,0,0,1.607568119
202305,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.377613963,SINGLE PACKMULTI PACK 3MULTI PACK 2MULTI PACK 5,0,3,328677504,41.75,0,0,0,369744932.6,0,4.905743054,4.377613963,4.377613963,5,4.377613963,25,0,0,0,0,0,0,-0.622386037
202306,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,6.198263093,SINGLE PACKMULTI PACK 2MULTI PACK 5MULTI PACK 3,0,2,244331200,74,0,0,0,186287200,0,5.594481725,6.198263093,6.198263093,5.2,6.198263093,26,0,0,0,0,0,0,0.998263093
202307,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,5.885591062,SINGLE PACKMULTI PACK 5MULTI PACK 3MULTI PACK 2,0,2,102584880,82,0,0,0,135608177.6,0,5.487156039,5.885591062,5.885591062,5.5,5.885591061,26,0,0,0,0,0,0,0.385591062
202308,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,3.048804032,SINGLE PACKMULTI PACK 3MULTI PACK 5MULTI PACK 2,0,10,696149356,159.6,0,0,0,623400735.7,0,5.044219396,3.048804032,3.048804032,3.7,3.048804032,27,0,0,0,0,0,0,-0.651195968
202309,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,4.204483064,SINGLE PACKMULTI PACK 5MULTI PACK 3MULTI PACK 2,0,0,0,0,0,0,0,97769322.71,0,4.379626053,4.204483064,4.204483064,4.9,4.204483064,24,0,0,0,0,0,0,-0.695516936
202310,BACH HOA XANH,ORAL,P/S,TOOTHBRUSH,8.624973099,MULTI PACK 3MULTI PACK 5SINGLE PACKMULTI PACK 2,0,4,200452800,112,0,0,0,169190171.4,0,5.292753398,8.624973099,7.202292351,7.2,8.624973098,26,0,0,0,0,0,0,0.002292351
